cell_type	target	filetype	download_link	source	assembly
K562	BRF1	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF822AYT/@@download/ENCFF822AYT.bigBed	ENCODE	hg19
K562	ATF1	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF254UOG/@@download/ENCFF254UOG.bigBed	ENCODE	hg19
K562	ZC3H11A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF855VYY/@@download/ENCFF855VYY.bigBed	ENCODE	hg19
K562	ZC3H11A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF029VKA/@@download/ENCFF029VKA.bigWig	ENCODE	hg19
K562	KDM4B	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF402WGE/@@download/ENCFF402WGE.bigBed	ENCODE	hg19
K562	KDM4B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF609EAA/@@download/ENCFF609EAA.bigWig	ENCODE	hg19
K562	HDAC6	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF955AXH/@@download/ENCFF955AXH.bigBed	ENCODE	hg19
K562	HDAC6	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF177KCK/@@download/ENCFF177KCK.bigWig	ENCODE	hg19
K562	ZBED1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF476IRG/@@download/ENCFF476IRG.bigBed	ENCODE	hg19
K562	ZBED1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF876HAD/@@download/ENCFF876HAD.bigWig	ENCODE	hg19
K562	TBL1XR1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF957DJB/@@download/ENCFF957DJB.bigBed	ENCODE	hg19
K562	TBL1XR1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF350TPD/@@download/ENCFF350TPD.bigWig	ENCODE	hg19
K562	MXI1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF628ZYM/@@download/ENCFF628ZYM.bigBed	ENCODE	hg19
K562	MXI1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF120GUN/@@download/ENCFF120GUN.bigWig	ENCODE	hg19
K562	JUN	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF088VCF/@@download/ENCFF088VCF.bigBed	ENCODE	hg19
K562	JUN	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF780KHA/@@download/ENCFF780KHA.bigWig	ENCODE	hg19
K562	FOSL1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF636LOB/@@download/ENCFF636LOB.bigBed	ENCODE	hg19
K562	FOSL1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF857ARL/@@download/ENCFF857ARL.bigWig	ENCODE	hg19
K562	TAF7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF211EWN/@@download/ENCFF211EWN.bigBed	ENCODE	hg19
K562	TAF7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF495ETG/@@download/ENCFF495ETG.bigWig	ENCODE	hg19
K562	CTCFL	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF472SHK/@@download/ENCFF472SHK.bigBed	ENCODE	hg19
K562	CTCFL	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF648ABV/@@download/ENCFF648ABV.bigWig	ENCODE	hg19
K562	RFX5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF058VMS/@@download/ENCFF058VMS.bigBed	ENCODE	hg19
K562	RFX5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF759LQL/@@download/ENCFF759LQL.bigWig	ENCODE	hg19
K562	NONO	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF264HYE/@@download/ENCFF264HYE.bigBed	ENCODE	hg19
K562	NONO	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF753KMF/@@download/ENCFF753KMF.bigWig	ENCODE	hg19
K562	PCBP2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF257JFV/@@download/ENCFF257JFV.bigBed	ENCODE	hg19
K562	PCBP2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF175XYE/@@download/ENCFF175XYE.bigWig	ENCODE	hg19
K562	EZH2	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF464QCZ/@@download/ENCFF464QCZ.bigBed	ENCODE	hg19
K562	NFYA	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF746IDJ/@@download/ENCFF746IDJ.bigBed	ENCODE	hg19
K562	NFYA	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF802NVY/@@download/ENCFF802NVY.bigWig	ENCODE	hg19
K562	MEIS2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF706BPD/@@download/ENCFF706BPD.bigBed	ENCODE	hg19
K562	MEIS2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF447BCK/@@download/ENCFF447BCK.bigWig	ENCODE	hg19
K562	PYGO2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF523HKB/@@download/ENCFF523HKB.bigBed	ENCODE	hg19
K562	PYGO2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF957LKR/@@download/ENCFF957LKR.bigWig	ENCODE	hg19
K562	RBM14	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF207MZH/@@download/ENCFF207MZH.bigBed	ENCODE	hg19
K562	RBM14	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF707TKH/@@download/ENCFF707TKH.bigWig	ENCODE	hg19
K562	ELF4	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF315KJE/@@download/ENCFF315KJE.bigBed	ENCODE	hg19
K562	ELF4	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF121DYK/@@download/ENCFF121DYK.bigWig	ENCODE	hg19
K562	HES1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF839NZU/@@download/ENCFF839NZU.bigBed	ENCODE	hg19
K562	HES1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF071USV/@@download/ENCFF071USV.bigWig	ENCODE	hg19
K562	E2F4	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF581DMX/@@download/ENCFF581DMX.bigBed	ENCODE	hg19
K562	HDGF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF942DKZ/@@download/ENCFF942DKZ.bigBed	ENCODE	hg19
K562	HDGF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF606AWH/@@download/ENCFF606AWH.bigWig	ENCODE	hg19
K562	H3K4me2	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF042AIK/@@download/ENCFF042AIK.bigBed	ENCODE	hg19
K562	H3K4me2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF118MMT/@@download/ENCFF118MMT.bigWig	ENCODE	hg19
K562	CBX8	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF712QIM/@@download/ENCFF712QIM.bigBed	ENCODE	hg19
K562	CBX8	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF206WVX/@@download/ENCFF206WVX.bigWig	ENCODE	hg19
K562	KDM5B	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF618SCF/@@download/ENCFF618SCF.bigBed	ENCODE	hg19
K562	KDM5B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF293III/@@download/ENCFF293III.bigWig	ENCODE	hg19
K562	SRSF3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF018DPB/@@download/ENCFF018DPB.bigBed	ENCODE	hg19
K562	SRSF3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF890RUD/@@download/ENCFF890RUD.bigWig	ENCODE	hg19
K562	ZFP36	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF142MPO/@@download/ENCFF142MPO.bigBed	ENCODE	hg19
K562	ZFP36	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF926GDZ/@@download/ENCFF926GDZ.bigWig	ENCODE	hg19
K562	CTBP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF870SFC/@@download/ENCFF870SFC.bigBed	ENCODE	hg19
K562	CTBP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF112LWM/@@download/ENCFF112LWM.bigWig	ENCODE	hg19
K562	ZKSCAN1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF799FES/@@download/ENCFF799FES.bigBed	ENCODE	hg19
K562	ZKSCAN1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF181YKE/@@download/ENCFF181YKE.bigWig	ENCODE	hg19
K562	IRF2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF576LYW/@@download/ENCFF576LYW.bigBed	ENCODE	hg19
K562	IRF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF319KZQ/@@download/ENCFF319KZQ.bigWig	ENCODE	hg19
K562	MBD2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF459ESZ/@@download/ENCFF459ESZ.bigBed	ENCODE	hg19
K562	MBD2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF371KUO/@@download/ENCFF371KUO.bigWig	ENCODE	hg19
K562	SMAD1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF394ROW/@@download/ENCFF394ROW.bigBed	ENCODE	hg19
K562	SMAD1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF434JPE/@@download/ENCFF434JPE.bigWig	ENCODE	hg19
K562	SMAD2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF471QHB/@@download/ENCFF471QHB.bigBed	ENCODE	hg19
K562	SMAD2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF217SDS/@@download/ENCFF217SDS.bigWig	ENCODE	hg19
K562	ELF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF621HYF/@@download/ENCFF621HYF.bigBed	ENCODE	hg19
K562	ELF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF469QYZ/@@download/ENCFF469QYZ.bigWig	ENCODE	hg19
K562	MAZ	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF065TOG/@@download/ENCFF065TOG.bigBed	ENCODE	hg19
K562	LEF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF561MCO/@@download/ENCFF561MCO.bigBed	ENCODE	hg19
K562	LEF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF772YTJ/@@download/ENCFF772YTJ.bigWig	ENCODE	hg19
K562	PML	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF232ALQ/@@download/ENCFF232ALQ.bigBed	ENCODE	hg19
K562	PML	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF746UXC/@@download/ENCFF746UXC.bigWig	ENCODE	hg19
K562	MAFF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF849GPV/@@download/ENCFF849GPV.bigBed	ENCODE	hg19
K562	MAFF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF931BLV/@@download/ENCFF931BLV.bigWig	ENCODE	hg19
K562	SRSF7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF797YXH/@@download/ENCFF797YXH.bigBed	ENCODE	hg19
K562	SRSF7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF130UBB/@@download/ENCFF130UBB.bigWig	ENCODE	hg19
K562	STAT5A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF087XZN/@@download/ENCFF087XZN.bigBed	ENCODE	hg19
K562	STAT5A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF832FFP/@@download/ENCFF832FFP.bigWig	ENCODE	hg19
K562	CCNT2	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF608OGE/@@download/ENCFF608OGE.bigBed	ENCODE	hg19
K562	SAFB2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF520GWJ/@@download/ENCFF520GWJ.bigBed	ENCODE	hg19
K562	SAFB2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF408SHD/@@download/ENCFF408SHD.bigWig	ENCODE	hg19
K562	E2F1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF135FEB/@@download/ENCFF135FEB.bigBed	ENCODE	hg19
K562	E2F1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF723ILY/@@download/ENCFF723ILY.bigWig	ENCODE	hg19
K562	POLR2B	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF954DTY/@@download/ENCFF954DTY.bigBed	ENCODE	hg19
K562	POLR2B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF685ZXF/@@download/ENCFF685ZXF.bigWig	ENCODE	hg19
K562	MYNN	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF500GQE/@@download/ENCFF500GQE.bigBed	ENCODE	hg19
K562	MYNN	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF145XHA/@@download/ENCFF145XHA.bigWig	ENCODE	hg19
K562	RAD51	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF311KUF/@@download/ENCFF311KUF.bigBed	ENCODE	hg19
K562	RAD51	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF532QDR/@@download/ENCFF532QDR.bigWig	ENCODE	hg19
K562	NR2F1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF418RBD/@@download/ENCFF418RBD.bigBed	ENCODE	hg19
K562	NR2F1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF928QBF/@@download/ENCFF928QBF.bigWig	ENCODE	hg19
K562	ASH1L	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF205TTE/@@download/ENCFF205TTE.bigBed	ENCODE	hg19
K562	ASH1L	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF016YLI/@@download/ENCFF016YLI.bigWig	ENCODE	hg19
K562	FOXM1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF681FCM/@@download/ENCFF681FCM.bigBed	ENCODE	hg19
K562	FOXM1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF581TEU/@@download/ENCFF581TEU.bigWig	ENCODE	hg19
K562	SOX6	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF252KMY/@@download/ENCFF252KMY.bigBed	ENCODE	hg19
K562	SOX6	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF757HAQ/@@download/ENCFF757HAQ.bigWig	ENCODE	hg19
K562	CREM	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF490TSP/@@download/ENCFF490TSP.bigBed	ENCODE	hg19
K562	CREM	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF026KYB/@@download/ENCFF026KYB.bigWig	ENCODE	hg19
K562	NFXL1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF382EED/@@download/ENCFF382EED.bigBed	ENCODE	hg19
K562	NFXL1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF906FIL/@@download/ENCFF906FIL.bigWig	ENCODE	hg19
K562	MCM2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF370NUY/@@download/ENCFF370NUY.bigBed	ENCODE	hg19
K562	MCM2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF498CGA/@@download/ENCFF498CGA.bigWig	ENCODE	hg19
K562	HDAC3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF685PMX/@@download/ENCFF685PMX.bigBed	ENCODE	hg19
K562	HDAC3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF137LOO/@@download/ENCFF137LOO.bigWig	ENCODE	hg19
K562	RBM39	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF205BFQ/@@download/ENCFF205BFQ.bigBed	ENCODE	hg19
K562	RBM39	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF046WHP/@@download/ENCFF046WHP.bigWig	ENCODE	hg19
K562	CDC5L	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF709OCN/@@download/ENCFF709OCN.bigBed	ENCODE	hg19
K562	CDC5L	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF739MHD/@@download/ENCFF739MHD.bigWig	ENCODE	hg19
K562	NCOA6	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF962VRS/@@download/ENCFF962VRS.bigBed	ENCODE	hg19
K562	NCOA6	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF547KCR/@@download/ENCFF547KCR.bigWig	ENCODE	hg19
K562	RBM22	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF982EHX/@@download/ENCFF982EHX.bigBed	ENCODE	hg19
K562	RBM22	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF411ILS/@@download/ENCFF411ILS.bigWig	ENCODE	hg19
K562	POLR2G	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF693PVI/@@download/ENCFF693PVI.bigBed	ENCODE	hg19
K562	POLR2G	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF540CYY/@@download/ENCFF540CYY.bigWig	ENCODE	hg19
K562	ZBTB11	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF944TTQ/@@download/ENCFF944TTQ.bigBed	ENCODE	hg19
K562	ZBTB11	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF693GNL/@@download/ENCFF693GNL.bigWig	ENCODE	hg19
K562	AGO1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF242XOG/@@download/ENCFF242XOG.bigBed	ENCODE	hg19
K562	AGO1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF054VBS/@@download/ENCFF054VBS.bigWig	ENCODE	hg19
K562	LARP7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF165PST/@@download/ENCFF165PST.bigBed	ENCODE	hg19
K562	LARP7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF685CPY/@@download/ENCFF685CPY.bigWig	ENCODE	hg19
K562	FOXA1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF261LDJ/@@download/ENCFF261LDJ.bigBed	ENCODE	hg19
K562	FOXA1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF147BRO/@@download/ENCFF147BRO.bigWig	ENCODE	hg19
K562	HNRNPUL1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF553KXA/@@download/ENCFF553KXA.bigBed	ENCODE	hg19
K562	HNRNPUL1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF195XFH/@@download/ENCFF195XFH.bigWig	ENCODE	hg19
K562	COPS2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF070WPA/@@download/ENCFF070WPA.bigBed	ENCODE	hg19
K562	COPS2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF684JZK/@@download/ENCFF684JZK.bigWig	ENCODE	hg19
K562	SPI1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF564GXB/@@download/ENCFF564GXB.bigBed	ENCODE	hg19
K562	SPI1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF922QGE/@@download/ENCFF922QGE.bigWig	ENCODE	hg19
K562	ZNF407	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF853HAR/@@download/ENCFF853HAR.bigBed	ENCODE	hg19
K562	ZNF407	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF972MUU/@@download/ENCFF972MUU.bigWig	ENCODE	hg19
K562	SAP30	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF845NPC/@@download/ENCFF845NPC.bigBed	ENCODE	hg19
K562	SAP30	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF816KCQ/@@download/ENCFF816KCQ.bigWig	ENCODE	hg19
K562	TAF9B	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF489AZN/@@download/ENCFF489AZN.bigBed	ENCODE	hg19
K562	TAF9B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF830MKJ/@@download/ENCFF830MKJ.bigWig	ENCODE	hg19
K562	SMARCC2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF572NYX/@@download/ENCFF572NYX.bigBed	ENCODE	hg19
K562	SMARCC2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF810GGD/@@download/ENCFF810GGD.bigWig	ENCODE	hg19
K562	RB1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF132EQK/@@download/ENCFF132EQK.bigBed	ENCODE	hg19
K562	RB1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF989VKY/@@download/ENCFF989VKY.bigWig	ENCODE	hg19
K562	HLTF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF102DJI/@@download/ENCFF102DJI.bigBed	ENCODE	hg19
K562	HLTF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF285ZBA/@@download/ENCFF285ZBA.bigWig	ENCODE	hg19
K562	SIN3B	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF658OPS/@@download/ENCFF658OPS.bigBed	ENCODE	hg19
K562	SIN3B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF036PQP/@@download/ENCFF036PQP.bigWig	ENCODE	hg19
K562	NR0B1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF146NUZ/@@download/ENCFF146NUZ.bigBed	ENCODE	hg19
K562	NR0B1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF259JBX/@@download/ENCFF259JBX.bigWig	ENCODE	hg19
K562	PTBP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF895WYA/@@download/ENCFF895WYA.bigBed	ENCODE	hg19
K562	PTBP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF913LYD/@@download/ENCFF913LYD.bigWig	ENCODE	hg19
K562	RBFOX2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF677XMK/@@download/ENCFF677XMK.bigBed	ENCODE	hg19
K562	RBFOX2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF600MKI/@@download/ENCFF600MKI.bigWig	ENCODE	hg19
K562	EHMT2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF665VQR/@@download/ENCFF665VQR.bigBed	ENCODE	hg19
K562	EHMT2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF982RMW/@@download/ENCFF982RMW.bigWig	ENCODE	hg19
K562	PHF20	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF455LRK/@@download/ENCFF455LRK.bigBed	ENCODE	hg19
K562	PHF20	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF905ZIF/@@download/ENCFF905ZIF.bigWig	ENCODE	hg19
K562	HNRNPL	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF283DWT/@@download/ENCFF283DWT.bigBed	ENCODE	hg19
K562	HNRNPL	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF174JFC/@@download/ENCFF174JFC.bigWig	ENCODE	hg19
K562	RBM34	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF605NTJ/@@download/ENCFF605NTJ.bigBed	ENCODE	hg19
K562	RBM34	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF319QUS/@@download/ENCFF319QUS.bigWig	ENCODE	hg19
K562	RBM17	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF346GSJ/@@download/ENCFF346GSJ.bigBed	ENCODE	hg19
K562	RBM17	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF130KQG/@@download/ENCFF130KQG.bigWig	ENCODE	hg19
K562	ILF3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF167LPU/@@download/ENCFF167LPU.bigBed	ENCODE	hg19
K562	ILF3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF120KHN/@@download/ENCFF120KHN.bigWig	ENCODE	hg19
K562	ZBTB2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF422VFY/@@download/ENCFF422VFY.bigBed	ENCODE	hg19
K562	ZBTB2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF715FKT/@@download/ENCFF715FKT.bigWig	ENCODE	hg19
K562	SRSF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF339BDM/@@download/ENCFF339BDM.bigBed	ENCODE	hg19
K562	SRSF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF061FXU/@@download/ENCFF061FXU.bigWig	ENCODE	hg19
K562	SFPQ	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF231IWC/@@download/ENCFF231IWC.bigBed	ENCODE	hg19
K562	SFPQ	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF177THB/@@download/ENCFF177THB.bigWig	ENCODE	hg19
K562	CCAR2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF829PUD/@@download/ENCFF829PUD.bigBed	ENCODE	hg19
K562	CCAR2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF761YMH/@@download/ENCFF761YMH.bigWig	ENCODE	hg19
K562	FOS	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF238YBL/@@download/ENCFF238YBL.bigBed	ENCODE	hg19
K562	KHSRP	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF506BAX/@@download/ENCFF506BAX.bigBed	ENCODE	hg19
